TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.evoservice.ascensore.Ascensore_ASM,LINE;BRANCH,0.9545454545454546,63,61
org.evoservice.ascensore.Ascensore_ASM,LINE;BRANCH,0.96,69,67
