TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.example.vendingMachine.VendingMachineASM,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.868306001535623,167,142
org.example.vendingMachine.VendingMachineASM,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.868306001535623,167,142
