TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.example.vendingMachine.VendingMachineASM,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8681964164976336,166,141
